idx,query,answer,tier,escalated,router_probability,latency_sec
224,Master of Population Reproductive Health Gender and Development MPRHGD e scholarship advising course waiver thesis supervision ebong graduation requirement kibhabe kaj kore?,"Science: Geography, Vol. 15, No. 1, pp. 1-10, January, 2015.M.S.H. Mondal, and Islam, S. Spatial and Temporal Trends of Water Level in the Teesta River Basin, Bangladesh,Water, Vol. 6, No. 1, pp. 271-289, January, 2014.M.S.H. Mondal, and Islam, S. Spatial and Temporal Trends of Water Level in the Teesta River Basin, Bangladesh,Water, Vol. 6, No. 1, pp. 271-289, January, 2014.M.S.H. Mondal, and Islam, S. Spatial and Temporal Trends of Water Level in the Teesta River Basin, Bangladesh,Water, Vol. 6, No. 1, pp. 271-289,",llm,True,0.5086543549724953,24.382001876831055
225,amar bachelor different discipline e hole ba CGPA preferred level er ektu niche hole ki Executive Master of Business Administration EMBA e apply korte parbo?,"Na, EMBA program er jonno bishbobidyaloy er kono CGPA or aitik shposhto kaj niye porjonto ekta selection criteria hishebe joma dewa hoyeche. Tader boshishkarer shorboccho hote pare. Shposhto emon kaj er opor focus korar por, EMBA applicant der obosshoi achoron jekhane CGPA 3.5 ba tar down sheshe kore tader kono dui ti semester e CGPA 3.5 ba tar up she",slm,False,0.4513662777358986,1.1444091796875e-05
226,"How do scholarships, advising, course waivers, thesis supervision, and graduation requirements work in Master of Business Administration (MBA)?","Scholarships will be awarded based on the selection criteria and the merit of the applicants. Course waivers are available for students who have previous academic qualifications, and they require a minimum CGPA to maintain the waiver. Thesis supervision is offered by the department, and final degree eligibility depends on meeting specific coursework and credit hours requirements. For detailed information, refer to the 'How it Works' section of the webpage. Both undergraduate and graduate programs require an admission test, which will be notified later. Admissions are subject to the final decision of the selection committee. For detailed information, refer to the 'How it Works' section of the webpage. For",slm,False,0.4700517539211405,8.821487426757812e-06
227,ইলেকট্রিক্যাল অ্যান্ড ইলেকট্রনিক ইঞ্জিনিয়ারিংয়ে বিএসসি (ইইই) প্রোগ্রামের প্রয়োজনীয় কোনো কোর্স নিবন্ধনের সময় না পেলে কী করব এবং কার সঙ্গে যোগাযোগ করব?,প্রয়োজনীয় কোর্স নিবন্ধন করতে হলে শিক্ষার্থীদের তাদের বিভাগের সহকারী অফিসিয়াস সম্পর্কিত যোগাযোগ করতে হবে।,llm,True,0.6198355017568585,14.092784881591797
228,Am I eligible for BSS in Sociology if my grades meet the minimum overall requirement but one required subject grade is lower?,"Yes, you must meet the minimum GPA requirements for both the overall and the required subjects. Since your overall GPA meets the requirement, you only need to ensure that the required subject (which has a weight of 40%) has a minimum grade of 5.0. If it does, you are eligible. For example, if Mathematics has a grade of 5.0, Biology has a grade of 4.5, and English has a grade of 5.0, then you meet the eligibility criteria. If any of these grades is below 5.0, then you are not eligible. Therefore, since Mathematics and",slm,False,0.4290556656406132,1.2159347534179688e-05
229,BSc in Information and Communications Engineering ICE student der jonno scholarship advising course registration retake ebong internship kibhabe kaj kore?,"Scholarship er jonno ekta 'Advising' course (ICE 498) proyojon, eta shikkharthi ra duitai semester er jonno credit e beshi hoy.",llm,True,0.6000692998772496,7.308306455612183
230,"Does minimum CGPA and academic probation apply to all students, or only to certain groups?","The probation applies specifically to undergraduate and graduate students. It does not affect other groups such as diploma or non-degree students. The probation and dismissal rules apply only to degree-awarding programs and are not applicable to diploma or non-degree programs. They do not apply to regular diploma students, non-degree students, or non-regular diploma students. The rules only apply to degree-awarding programs like BBA, BSS, and LL.B. Diploma and non-degree programs have separate rules for probation and dismissal. Non-regular diploma students have no probation or dismissal rules as they are not eligible for regular admission into these programs. Additionally, non",slm,False,0.4865877781283166,1.1205673217773438e-05
231,I cannot get a required graduate course or suitable class time for Master of Science in Computer Science and Engineering (MS in CSE); what should I do?,"235.(Link)Rabea Khatun, Md Alamin Talukder, Md Manowarul Islam, Md Ashraf Uddin, Md Al-Imran, Md. Imdadul Islam, and A. K. M. Azad. ""Breast Cancer Classification Using Machine Learning Algorithms."" Journal of Physics: Conference Series 2022, vol. 1804, no. 1, 2022, p. 012001, doi:10.1088/1742-6596/1804/1/012001.Rabea Khatun, Md Alamin Talukder, Md Manowarul Islam, Md Ashraf Uddin, Md Al-Imran, Md. Imdadul Islam, and A. K. M. Azad. ""Breast Cancer Classification Using",llm,True,0.5365210214099553,24.388948440551758
232,"একজন শিক্ষার্থী সিন্ডিকেট কীভাবে ব্যবহার করবে, অনুসরণ করবে বা সামলাবে?","Inter Year Moot Court Competition 2025-2026 organized by the Dhaka University Moot Court Society (DUMCS); Judged the semifinal round of 3rd Intra-Department Moot Court Competition 2022 organized by the Department of Law, East West University; and Judged the semi-finals of 1st Virtual Intra-Department Moot Court Competition 2020 organized by DUMCS, among others.Judged the preliminary rounds of the following competitions: 19th Red Cross International Humanitarian Law (Virtual) Moot Court Competition, Asia Pacific",slm,False,0.4276118898737254,1.1682510375976562e-05
233,"How do scholarship, advising, course registration, retakes, and internships work for a student in B.Sc. in Data Science and Analytics?","Scholarship is awarded based on academic performance, advising is mandatory, course registration is handled by the department, retakes require permission from the department, and internships are arranged by the department.",llm,True,0.530147761824968,6.63510274887085
234,department chairperson ki shob student er jonno apply kore naki specific group er jonno?,"Na, 'apply_for' field ekti array dharonekari kore, jar moddhe shposhtobhabe shikkharthi, shikkhok, shikkharthi der kono shomoyajogajog, ba shikkhok der kono shomoyajogajog royeche na.",llm,True,0.539355078290372,9.503334760665894
235,ডেটা সায়েন্স অ্যান্ড অ্যানালিটিক্সে মাস্টার অব সায়েন্স প্রোগ্রামের প্রয়োজনীয় কোর্স বা সুবিধাজনক ক্লাস সময় না পেলে কী করব?,প্রয়োজনীয় কোর্স বা সুবিধাজনক ক্লাস সময় না পেলে শিক্ষার্থীদের তাদের এইচএসসি/সমমানের পরীক্ষায় উত্তীর্ণ হওয়ার আগে নতুন কোর্স বা সুবিধাজনক ক্লাস নেওয়া যাবে।,llm,True,0.5678551598539444,20.625046014785767
